Gene ID,Homologs,Symbol,NCBI Gene ID,HGNC,Description,Category,Score,Evidence,Notes
ENSG00000198689,ENSG00000198689 ENSDARG00000075382 ENSMUSG00000060681 ENSRNOG00000000879 ,SLC9A6,10479,HGNC:11079,"solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6",Known mitochondrial,0.640282054,PMID26450961_Sum: 1 | MS_Placenta_Sum: 1 | MTS_Mean: 0.73881875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.167 | ,OMIM:300231
ENSG00000198695,ENSG00000198695 ENSDARG00000063922 ENSMUSG00000064368 ENSRNOG00000029042 ,MT-ND6,4541,HGNC:7462,mitochondrially encoded NADH dehydrogenase 6,Known mitochondrial,0.988882869,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.05045625 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198712,ENSG00000198712 ENSDARG00000063908 ENSMUSG00000064354 ENSRNOG00000030371 Q0250 ,MT-CO2,4513,HGNC:7421,mitochondrially encoded cytochrome c oxidase II,Known mitochondrial,0.999999996,PMID12592411_heart_0: 1 | PMID14651853_Sum: 3 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.0098875 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198721,ENSG00000198721 ENSDARG00000102412 ENSMUSG00000021417 ENSRNOG00000029549 ,ECI2,10455,HGNC:14601,enoyl-CoA delta isomerase 2,Known mitochondrial,0.999999934,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.5745625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.864 | ,Characterised; APEX; PMID:23371551
ENSG00000198727,ENSG00000198727 ENSDARG00000063924 ENSMUSG00000064370 ENSRNOG00000031766 Q0105 ,MT-CYB,4519,HGNC:7427,mitochondrially encoded cytochrome b,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.07584375 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198742,ENSG00000198742 ENSDARG00000016086 ENSMUSG00000038780 ENSRNOG00000000999 ,SMURF1,57154,HGNC:16807,SMAD specific E3 ubiquitin protein ligase 1,Known mitochondrial,0.445687023,MTS_Mean: 0.7428875 | compartments_knowledge_difference: -1.4 | Comm_Mito_Ratio: 0.125 | ,"OMIM:605568, PMID:22020285 SMURF1 colocalizes with damaged mitochondria"
ENSG00000198754,ENSG00000198754 ENSDARG00000054319 ENSMUSG00000076436 ,OXCT2,64064,HGNC:18606,3-oxoacid CoA transferase 2,Known mitochondrial,0.999999012,PMID14651853_Sum: 1 | PMID26450961_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.7234125 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.826 | ,Characterised
ENSG00000198763,ENSG00000198763 ENSDARG00000063899 ENSMUSG00000064345 ENSRNOG00000031033 ,MT-ND2,4536,HGNC:7456,mitochondrially encoded NADH dehydrogenase 2,Known mitochondrial,0.999999952,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.05059375 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198786,ENSG00000198786 ENSDARG00000063921 ENSMUSG00000064367 ENSRNOG00000029971 ,MT-ND5,4540,HGNC:7461,mitochondrially encoded NADH dehydrogenase 5,Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.1210375 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.4 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198804,ENSG00000198804 ENSDARG00000063905 ENSMUSG00000064351 ENSRNOG00000034234 Q0045 ,MT-CO1,4512,HGNC:7419,mitochondrially encoded cytochrome c oxidase I,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.0451625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198812,ENSG00000198812 ENSDARG00000045612 ENSMUSG00000060187 ENSRNOG00000049607 ,LRRC10,376132,HGNC:20264,leucine rich repeat containing 10,Known mitochondrial,0.351764066,MTS_Mean: 0.1667375 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.2 | ,Literature; PMID: 14751244
ENSG00000198814,ENSG00000198814 ENSMUSG00000025059 ENSRNOG00000034116 ,GK,2710,HGNC:4289,glycerol kinase,Known mitochondrial,0.994070457,PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 9 | PMID16615898_Sum: 2 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Brain_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.09725 | hela_subcell_location_Mitochondrion: 1 | Comm_Mito_Ratio: 0.812 | ,Metabolic model
ENSG00000198836,ENSG00000198836 ENSDARG00000070801 ENSMUSG00000038084 ENSRNOG00000001717 YOR211C ,OPA1,4976,HGNC:8140,optic atrophy 1 (autosomal dominant),Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID17000643_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.72398125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.7 | ,OMIM:605290
ENSG00000198840,ENSG00000198840 ENSDARG00000063914 ENSMUSG00000064360 ENSRNOG00000033615 ,MT-ND3,4537,HGNC:7458,mitochondrially encoded NADH dehydrogenase 3,Known mitochondrial,0.999999555,PMID15253431_Sum: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.03109375 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.4 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198886,ENSG00000198886 ENSDARG00000063917 ENSMUSG00000064363 ENSRNOG00000029707 ,MT-ND4,4538,HGNC:7459,mitochondrially encoded NADH dehydrogenase 4,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 14 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.25645625 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.4 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198888,ENSG00000198888 ENSDARG00000063895 ENSMUSG00000064341 ENSRNOG00000030644 ,MT-ND1,4535,HGNC:7455,mitochondrially encoded NADH dehydrogenase 1,Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.12779375 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198899,ENSG00000198899 ENSDARG00000063911 ENSMUSG00000064357 ENSRNOG00000031979 Q0085 ,MT-ATP6,4508,HGNC:7414,mitochondrially encoded ATP synthase 6,Known mitochondrial,0.999999346,PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 6 | MTS_Mean: 0.11051875 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000198938,ENSG00000198938 ENSDARG00000063912 ENSMUSG00000064358 ENSRNOG00000030700 Q0275 SPMIT.04 ,MT-CO3,4514,HGNC:7422,mitochondrially encoded cytochrome c oxidase III,Known mitochondrial,0.999996842,PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.06494375 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000203667,ENSG00000203667 ENSDARG00000099997 ENSMUSG00000026500 ENSRNOG00000004553 ,COX20,116228,HGNC:26970,COX20 cytochrome c oxidase assembly factor,Known mitochondrial,0.999999975,PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 14 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.01580625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.6 | ,OMIM:614698
ENSG00000204099,ENSG00000204099 ENSDARG00000057677 ENSRNOG00000019031 ,NEU4,0,HGNC:21328,sialidase 4,Known mitochondrial,0.922820582,MTS_Mean: 0.5179875 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.125 | ,OMIM:608527
ENSG00000204152,ENSG00000204152 ENSDARG00000100375 ENSMUSG00000069622 ,TIMM23B,0,HGNC:23581,translocase of inner mitochondrial membrane 23 homolog B (yeast),Known mitochondrial,0.950998613,MTS_Mean: 0.0253 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.938 | ,Characterised
ENSG00000204183,ENSG00000204183 ENSMUSG00000078972 ,GDF5OS,0,HGNC:33435,growth differentiation factor 5 opposite strand,Known mitochondrial,0.856306122,MTS_Mean: 0.4387375 | compartments_knowledge_difference: 0.6 | ,Characterised
ENSG00000204228,ENSG00000204228 ENSDARG00000001169 ENSMUSG00000073422 ENSRNOG00000000466 ,HSD17B8,0,HGNC:3554,hydroxysteroid (17-beta) dehydrogenase 8,Known mitochondrial,0.999999957,PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15501831_Sum: 2 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 4 | MTS_Mean: 0.9150625 | compartments_knowledge_difference: 0.2 | ,Literature; PMID:19571038
ENSG00000204316,ENSG00000204316 ENSDARG00000039667 ENSMUSG00000020775 ENSRNOG00000008256 ,MRPL38,64978,HGNC:14033,mitochondrial ribosomal protein L38,Known mitochondrial,0.999999997,PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID15501831_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.671125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | ,Characterised; APEX; PMID:23371551
ENSG00000204370,ENSG00000204370 ENSMUSG00000000171 ENSRNOG00000022980 ,SDHD,6392,HGNC:10683,"succinate dehydrogenase complex, subunit D, integral membrane protein",Known mitochondrial,1,PMID12592411_heart_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.54643125 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.909 | ,OMIM:602690
ENSG00000204389,ENSG00000204389 ENSRNOG00000045654 ,HSPA1A,0,HGNC:5232,heat shock 70kDa protein 1A,Known mitochondrial,0.922330341,PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID11840540_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.02223125 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.833 | ,Literature; PMID:18063578
ENSG00000204511,ENSG00000204511,MCCD1,0,HGNC:20668,mitochondrial coiled-coil domain 1,Known mitochondrial,0.312536148,MTS_Mean: 0.051125 | ,Characterised
ENSG00000204568,ENSG00000204568 ENSDARG00000007065 ENSMUSG00000024436 ENSRNOG00000000804 ,MRPS18B,0,HGNC:14516,mitochondrial ribosomal protein S18B,Known mitochondrial,0.999999993,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 11 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.8044625 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | ,Characterised; APEX; PMID:23371551
ENSG00000204822,ENSG00000204822 ENSDARG00000008920 ENSMUSG00000030037 ENSRNOG00000053109 ,MRPL53,116540,HGNC:16684,mitochondrial ribosomal protein L53,Known mitochondrial,0.999999976,PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.6552125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.357 | ,Characterised; APEX; PMID:23371551
ENSG00000204922,ENSG00000204922 ENSDARG00000093382 ENSMUSG00000071654 ENSRNOG00000045561 ,UQCC3,790955,HGNC:34399,ubiquinol-cytochrome c reductase complex assembly factor 3,Known mitochondrial,0.999998933,PMID24708184_Sum: 3 | PMID26450961_Sum: 7 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MTS_Mean: 0.0575875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 2.6 | ,OMIM:616097
ENSG00000205138,ENSG00000205138 ENSDARG00000092478 ENSMUSG00000074211 ENSRNOG00000037541 ,SDHAF1,644096,HGNC:33867,succinate dehydrogenase complex assembly factor 1,Known mitochondrial,1,PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.67021875 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 0.852 | ,Characterised
ENSG00000205309,ENSG00000205309 ENSMUSG00000032615 ENSRNOG00000003332 ,NT5M,56953,HGNC:15769,"5,3-nucleotidase, mitochondrial",Known mitochondrial,0.999995669,PMID26450961_Sum: 7 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.71499375 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.294 | ,Characterised
ENSG00000205560,ENSG00000205560 ENSDARG00000058285 ENSMUSG00000078937 ENSRNOG00000010438 ,CPT1B,1375,HGNC:2329,carnitine palmitoyltransferase 1B (muscle),Known mitochondrial,0.999999573,PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 13 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 7 | MTS_Mean: 0.0300125 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.6 | ,Metabolic model
ENSG00000205981,ENSG00000205981 ENSDARG00000044420 ENSMUSG00000027679 ENSRNOG00000049819 SPAC824.06 YNL328C ,DNAJC19,131118,HGNC:30528,"DnaJ (Hsp40) homolog, subfamily C, member 19",Known mitochondrial,0.999999999,PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.25058125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | ,Characterised; APEX; PMID:23371551
ENSG00000212907,ENSG00000212907 ENSDARG00000063916 ENSMUSG00000065947 ENSRNOG00000031053 ,MT-ND4L,4539,HGNC:7460,mitochondrially encoded NADH dehydrogenase 4L,Known mitochondrial,0.996089785,PMID18348319_heart_0: 1 | PMID26450961_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.0154125 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | ,Characterised; Metabolic model; 
ENSG00000213221,ENSG00000213221 ENSDARG00000068655 ENSMUSG00000075467 ENSRNOG00000018791 SPAC24H6.02c YNL310C ,DNLZ,728489,HGNC:33879,DNL-type zinc finger,Known mitochondrial,0.999999994,PMID26450961_Sum: 9 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Heart_Sum: 1 | MTS_Mean: 0.9216 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.913 | ,APEX; PMID:23371551
ENSG00000213339,ENSG00000213339 ENSDARG00000043105 ENSMUSG00000002825 ENSRNOG00000007158 ,QTRT1,81890,HGNC:23797,queuine tRNA-ribosyltransferase 1,Known mitochondrial,0.952339821,MTS_Mean: 0.2463375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -1.0 | Comm_Mito_Ratio: 0.429 | ,APEX; PMID:23371551
ENSG00000213463,ENSG00000213463 ENSDARG00000028321 ENSMUSG00000021139 ENSRNOG00000006399 ,SYNJ2BP,55333,HGNC:18955,synaptojanin 2 binding protein,Known mitochondrial,0.999999944,PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID17000643_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.02574375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.2 | ,OMIM:609411
ENSG00000213563,ENSG00000213563 ENSDARG00000075765 ENSRNOG00000045765 ,C8orf82,414919,HGNC:33826,chromosome 8 open reading frame 82,Known mitochondrial,0.991671485,PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | MS_Liver_Sum: 1 | MTS_Mean: 0.60303125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | ,APEX; PMID:23371551
