"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"adipose.tissue"	"adrenal.gland"	"appendix"	"bone.marrow"	"breast"	"cerebral.cortex"	"cervix..uterine"	"colon"	"duodenum"	"endometrium"	"epididymis"	"esophagus"	"fallopian.tube"	"gallbladder"	"heart.muscle"	"kidney"	"liver"	"lung"	"lymph.node"	"ovary"	"pancreas"	"parathyroid.gland"	"placenta"	"prostate"	"rectum"	"salivary.gland"	"seminal.vesicle"	"skeletal.muscle"	"skin"	"small.intestine"	"smooth.muscle"	"spleen"	"stomach"	"testis"	"thyroid.gland"	"tonsil"	"urinary.bladder"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"DisCol"	"DomCol"	"GO_enzyme"	"pLI"
"ENSG00000165283"	"STOML2"	"ENSG00000165283 ENSDARG00000103135 ENSMUSG00000028455 ENSRNOG00000009535 "	"stomatin (EPB72)-like 2"	"Known mitochondrial"	0.999999998	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16674101_Sum: 1 | PMID17000643_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.73905625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.719 | "	"Characterised; APEX; PMID:23371551"	54.6	72.9	58.7	44.2	68.4	50.5	69	65.8	62.2	65.2	64.5	61.3	97.5	56.8	58.3	73.3	43.4	45.8	58.3	65.6	13	68.4	71.2	67.9	81.5	25.1	72.9	51.4	46.8	58.8	85.1	49.3	44.1	59.1	75.5	60.9	57	NA	NA	NA	NA	"white"	"white"	NA	0.529200678276011
"ENSG00000165443"	"PHYHIPL"	"ENSG00000165443 ENSDARG00000070498 ENSMUSG00000037747 ENSRNOG00000000274 "	"phytanoyl-CoA 2-hydroxylase interacting protein-like"	"Predicted mitochondrial"	0.924617693	"MTS_Mean: 0.029225 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.094 | "	""	0.3	22.5	0.5	0	0.5	89.6	1.3	0.5	8.3	1.5	5.3	0.3	1.6	0.2	0	12.5	0.7	0.2	0	0.9	0.7	0	2.8	5.7	0.8	0.2	6	0	0	9.6	0.2	0	0.5	13.5	0.2	0	0.2	NA	NA	NA	NA	"white"	"white"	NA	0.402880316525568
"ENSG00000165487"	"MICU2"	"ENSG00000165487 ENSDARG00000009939 ENSMUSG00000021973 ENSRNOG00000011168 "	"mitochondrial calcium uptake 2"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 4 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MTS_Mean: 0.97675625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.75 | "	"Characterised; APEX; PMID:25002142"	24.3	56.9	33.1	21.7	39.2	38.7	38.4	36.9	26.6	35.7	31.1	23.5	38.8	31.4	36.5	77.9	16	33.3	30.4	27.1	4.3	41.2	33.7	44.1	36.7	9.5	29.9	19.3	26.2	30.2	29.5	30.6	27.2	47.7	61	27	27.1	NA	NA	NA	NA	"white"	"white"	NA	2.60205517637133e-13
"ENSG00000165502"	"RPL36AL"	"ENSG00000165502 ENSMUSG00000104043 ENSRNOG00000011494 SPAC15E1.03 YHR141C "	"ribosomal protein L36a-like"	"Predicted mitochondrial"	0.820097896	"MTS_Mean: 0.25033125 | hela_subcell_location_NotMitochondrion: 1 | Comm_Mito_Ratio: 0.843 | "	""	212.2	305.8	298.7	217.1	347.7	187.3	336.4	233.7	236.3	295.5	500.1	143.7	258.3	213.8	118.1	190.8	165.4	249	304.3	528.8	69.8	231.7	215.5	272.7	237.9	125.9	299.1	76.7	177.9	241.6	247.1	277.8	208.7	173.4	292.9	305	165.7	NA	NA	NA	NA	"white"	"white"	NA	0.0418331992833221
"ENSG00000165507"	"C10orf10"	"ENSG00000165507 ENSMUSG00000048489 ENSRNOG00000023465 "	"chromosome 10 open reading frame 10"	"Predicted mitochondrial"	0.927236989	"MTS_Mean: 0.07498125 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | "	""	236.8	44.2	26.6	2.9	83.7	25.7	18.5	16.9	17.4	98.5	20.1	53.5	83.9	107.3	24.8	18.1	62.1	126.3	64.8	76	56.8	15.1	107.7	15.2	14.1	10.1	33	8.7	11.7	20.7	106.4	30	27.6	24.8	39.4	46.2	31.6	NA	NA	NA	NA	"white"	"white"	NA	3.86908584231525e-05
"ENSG00000165526"	"RPUSD4"	"ENSG00000165526 ENSDARG00000012674 ENSMUSG00000032044 ENSRNOG00000011567 "	"RNA pseudouridylate synthase domain containing 4"	"Known mitochondrial"	0.999999996	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 1 | MS_Placenta_Sum: 1 | MTS_Mean: 0.65714375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.75 | "	"APEX; PMID:23371551"	13.1	12.4	13.2	6.4	13.8	12.5	11	9	10	15.2	9.1	11.7	16.7	11.8	9.7	9.6	7.6	10	15	17.9	2.5	12.3	9.2	12.9	10.9	5	9.2	44.9	16.3	8.6	12.9	12.7	8.6	12.7	13.2	13.9	11	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.00672913845111168
"ENSG00000165553"	"NGB"	"ENSG00000165553 ENSDARG00000053475 ENSMUSG00000021032 ENSRNOG00000011719 "	"neuroglobin"	"Predicted mitochondrial"	0.9896384	"MTS_Mean: 0.19365 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 0.1 | "	""	0.1	10.2	0.3	0	0	4.8	0	0.5	0.2	0	0.1	0.1	2.1	0	0	0	0	0	0	0	1	0	0	0	0.6	0	0	0	0	0.3	0.2	0	0	0.4	0	0	0	NA	NA	NA	NA	"white"	"white"	NA	0.00253179978703355
"ENSG00000165588"	"OTX2"	"ENSG00000165588 ENSDARG00000011235 ENSMUSG00000021848 ENSRNOG00000056186 "	"orthodenticle homeobox 2"	"Known mitochondrial"	0.012436326	"MTS_Mean: 0.0993125 | compartments_knowledge_difference: -2.4 | Comm_Mito_Ratio: 0.182 | "	"Literature; PMID:26779998; PMID:26565912 Exogenous Oxt2 relocates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0.5	0	0	0	"610125,613986,610125"	"Microphthalmia syndrome 5; Pituitary hormone deficiency, combined, 6; Retinal dystrophy, early-onset, with or without pituitary dysfunction"	"D"	NA	"black"	"blue"	NA	0.744599586946362
"ENSG00000165629"	"ATP5C1"	"ENSG00000165629 ENSDARG00000045514 ENSMUSG00000025781 SPBC1734.13 YBR039W "	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	"Known mitochondrial"	0.999999819	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 8 | MTS_Mean: 0.47798125 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	133.6	305.2	124.2	84.1	188.3	148.3	174.1	221.9	235.4	157.8	163.6	152.7	170.1	166.9	446.4	374.7	171.2	127.3	136.7	100	34.3	320.9	194.7	181.5	281.1	68.2	177.7	191.9	117.1	205.3	202.2	116.7	139.7	121.6	250.1	151.4	159.2	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.425803630820125
"ENSG00000165632"	"TAF3"	"ENSG00000165632 ENSDARG00000045513 ENSMUSG00000025782 ENSRNOG00000019223 "	"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa"	"Predicted mitochondrial"	0.958666015	"PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID15507458_liver_0: 1 | PMID16674101_Sum: 4 | PMID17000643_Sum: 3 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.2248625 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.021 | "	""	6	6.5	6.6	4.4	3.9	6.5	6.6	3	2.9	8.6	2.7	3.4	5.4	5.3	3.5	4.3	1.9	5.8	7.1	8.6	0.9	11.2	6.5	5.1	4	1.5	6.2	3.5	4.8	3.6	6.1	7.7	3	14.1	7.2	4.4	5.2	NA	NA	NA	NA	"white"	"white"	NA	0.995125179714143
"ENSG00000165637"	"VDAC2"	"ENSG00000165637 ENSDARG00000013623 ENSMUSG00000021771 ENSRNOG00000013505 SPAC1635.01 YNL055C "	"voltage-dependent anion channel 2"	"Known mitochondrial"	0.999995422	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 4 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.065475 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | "	"OMIM:193245"	143.9	160.1	130.3	86.9	136	181	171.1	188.4	156.7	170.7	108.5	266.4	182	134.8	265.4	185.3	59.7	136.4	96.5	161.4	29	264.6	163.4	174.4	206.1	59	184.9	183.6	129.4	167	215.2	96.2	90	190.7	184.7	140.2	123.3	NA	NA	NA	NA	"white"	"white"	NA	0.819301260757835
"ENSG00000165644"	"COMTD1"	"ENSG00000165644 ENSDARG00000078918 ENSMUSG00000021773 ENSRNOG00000013968 "	"catechol-O-methyltransferase domain containing 1"	"Predicted mitochondrial"	0.999999625	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.1751375 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.4 | "	""	1.7	2.2	2.2	1.3	1.2	1.9	0.9	8	14	0.7	0.6	1.4	0.5	0.8	1.2	4.6	1.8	2.3	1	0.9	4.4	2.9	1.6	1.9	1.2	3.2	1.9	4.6	6.3	12.4	0.7	3.1	11.8	1.2	0.8	0.6	0.5	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	5.22496817166168e-06
"ENSG00000165672"	"PRDX3"	"ENSG00000165672 ENSDARG00000032102 ENSMUSG00000024997 ENSRNOG00000010958 "	"peroxiredoxin 3"	"Known mitochondrial"	0.99999745	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 4 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 6 | MTS_Mean: 0.9344 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.5 | "	"Characterised"	174.3	431.2	130.1	49.8	165.5	123.9	151.2	131.1	138.6	142.1	140.8	90	180.2	134.5	171.1	383.3	281	108.1	121.7	89.4	19.7	177	174.3	201	151.6	56.1	177.1	128.1	36.6	144.1	179.4	103.9	87	87.9	286	95.6	133.8	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.221688705653951
"ENSG00000165678"	"GHITM"	"ENSG00000165678 ENSDARG00000098983 ENSMUSG00000041028 ENSRNOG00000013961 "	"growth hormone inducible transmembrane protein"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.89961875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | "	"APEX; PMID:25002142"	140.8	255.2	135.9	78.1	131.7	272.3	125.1	196	190.6	142.8	116.5	137.1	129.3	123.7	267.3	349.8	156.6	119.6	114.1	100.8	18.5	187.7	112.8	147.8	209.6	46.1	132.2	144.7	88.3	174.1	140.4	114.2	120.4	239.9	200.4	110.2	117	NA	NA	NA	NA	"white"	"white"	NA	0.129493357758818
"ENSG00000165688"	"PMPCA"	"ENSG00000165688 ENSDARG00000102607 ENSMUSG00000026926 ENSRNOG00000026775 "	"peptidase (mitochondrial processing) alpha"	"Known mitochondrial"	0.999999929	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16582907_liver_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 4 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 7 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 4 | MTS_Mean: 0.6671625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	22.1	38.8	27	18.5	16	32.6	21.3	19.3	24.4	24	11.7	20.5	26.1	26.7	30.8	21.5	27.9	20.7	29.8	21.7	4.8	27.4	28.1	23.4	16	11.6	21.3	19.5	25.7	24.8	20.8	29.1	19.6	35.2	27.7	15.3	20	"213200"	"Spinocerebellar ataxia, autosomal recessive 2"	"R"	NA	"black"	"green"	"catalytic activity"	0.000186050485171578
"ENSG00000165775"	"FUNDC2"	"ENSG00000165775 ENSDARG00000103740 ENSMUSG00000031198 ENSRNOG00000024066 "	"FUN14 domain containing 2"	"Predicted mitochondrial"	0.99639674	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.10216875 | hela_subcell_location_Mitochondrion: 1 | "	""	4	4.6	2.1	1.9	3.9	3.8	4.5	2.3	2	4.9	4	2.6	5	4.3	6.8	4.5	1	3.7	2.8	7.8	1.6	5.3	3.5	5.1	2.7	1.4	4	6.3	1.6	2.1	5.6	2.7	1.8	4.1	5.1	2.1	3.5	NA	NA	NA	NA	"white"	"white"	NA	0.841264939337729
"ENSG00000165792"	"METTL17"	"ENSG00000165792 ENSDARG00000103889 ENSMUSG00000004561 ENSRNOG00000025512 "	"methyltransferase like 17"	"Predicted mitochondrial"	0.999999926	"PMID23956156_INS.1Beta_cell_line__0: 1 | MTS_Mean: 0.65335625 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.8 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.875 | "	""	10.3	23.9	14.8	16.1	13.7	8.6	17	19.6	17.8	18.4	13.4	12.6	20.3	16.1	12	16.3	7.5	17.5	20.7	15.2	2.8	15.1	16.7	13.1	23.4	6.3	18.6	4.4	16.6	18.7	19.7	19.5	11.7	22.8	17.5	18	13.5	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	5.78059529660905e-08
"ENSG00000165898"	"ISCA2"	"ENSG00000165898 ENSDARG00000038154 ENSMUSG00000021241 ENSRNOG00000012085 SPBC3B9.17 YPR067W "	"iron-sulfur cluster assembly 2"	"Known mitochondrial"	0.999999951	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID16582907_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.6589125 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.929 | "	"Characterised"	12.2	27.2	13.4	9.5	19.3	18.6	16	16.9	14.3	14.1	55.6	8.7	30.9	11.9	15.5	29.6	8.8	15.3	19.7	19	3	11.4	18.2	26.6	19.6	6.9	16.8	13.2	6.7	16.1	12.2	18.1	13.2	22.3	33.1	16.6	11.4	"616370"	"Multiple mitochondrial dysfunctions syndrome 4"	"R"	NA	"black"	"green"	NA	6.27266246447634e-05
"ENSG00000165949"	"IFI27"	"ENSG00000165949 ENSMUSG00000064215 ENSRNOG00000009263 "	"interferon, alpha-inducible protein 27"	"Known mitochondrial"	0.551193929	"MTS_Mean: 0.25166875 | Comm_Mito_Ratio: 0.098 | "	"Literature; PMID:18330707"	207.8	171.4	154.7	108.4	131.2	68.5	152.6	377.6	133.9	172.1	47.9	335.8	261	537.9	107.4	45.7	54.2	583.6	53.5	25.6	5.8	15.7	265.7	31.9	246.1	69.8	66.1	22.6	151.5	163.3	172.2	743.8	668.7	160.1	70.5	51.8	117.9	NA	NA	NA	NA	"white"	"white"	NA	0.0561856088767235
"ENSG00000166118"	"SPATA19"	"ENSG00000166118 ENSMUSG00000031991 ENSRNOG00000031438 "	"spermatogenesis associated 19"	"Known mitochondrial"	0.938565308	"PMID26450961_Sum: 1 | MTS_Mean: 0.12180625 | compartments_knowledge_difference: 1.8 | "	"Characterised"	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	141.9	0	0.1	0	NA	NA	NA	NA	"white"	"white"	NA	5.976953927201e-05
"ENSG00000166123"	"GPT2"	"ENSG00000166123 ENSDARG00000012199 ENSMUSG00000031700 ENSRNOG00000059579 "	"glutamic pyruvate transaminase (alanine aminotransferase) 2"	"Known mitochondrial"	1	"PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 8 | PMID15501831_Sum: 1 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MTS_Mean: 0.8279 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.408 | "	"Metabolic model"	58.7	11.4	5.7	2.4	9.9	48.8	6.8	7.5	1.8	6.3	37.6	85.4	12.4	15.5	4.3	24.8	53.8	3.2	5	2.8	56.6	14.4	4.4	36.1	5.5	21.2	15.4	61.6	44.8	3.4	4.7	2.9	31.3	24.9	12.6	12.8	4.1	"616281"	"Mental retardation, autosomal recessive 49"	"R"	NA	"black"	"green"	"catalytic activity"	0.00368564013628491
"ENSG00000166133"	"RPUSD2"	"ENSG00000166133 ENSDARG00000060992 ENSMUSG00000027324 ENSRNOG00000046797 SPAC18B11.02c YDL036C "	"RNA pseudouridylate synthase domain containing 2"	"Predicted mitochondrial"	0.910360155	"MTS_Mean: 0.3693625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | "	""	3.8	4.5	6.5	5.9	6.4	7.1	5.4	5.4	4.9	6.9	6.3	4.3	7.5	3.8	4.5	4.1	2.7	4.9	7.8	7.2	0.8	5.8	5.3	5.6	4.4	3.4	6.5	4.4	7.2	4.4	5.2	6.5	3.9	6.5	5.5	5.9	3.7	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.000105170590634246
"ENSG00000166136"	"NDUFB8"	"ENSG00000166136 ENSDARG00000010113 ENSMUSG00000025204 ENSRNOG00000014078 "	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12865426_liver_0: 1 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 5 | MTS_Mean: 0.93065625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.966 | "	"Characterised; Metabolic model; "	170.2	208	144.7	108.1	129.8	279.2	146	159.7	167.7	150.9	198.1	165.2	184.2	139.9	292.4	215.4	108.3	124	151	132.7	24.7	194.3	119	169.4	163	74.5	182.8	143.5	120.4	162	181.8	132.6	121.9	86.9	191.5	113.9	128.9	NA	NA	NA	NA	"white"	"white"	"catalytic activity"	0.350528579843796
