Protein	Gene.ID	Gene	Status	CAFA
1129	F5H143	ENSG00000186642	PDE2A	Known mitochondrial	NA
1130	F5H168	ENSG00000177192	PUS1	Known mitochondrial	NA
1131	F5H189	ENSG00000214113	LYRM4	Known mitochondrial	NA
1132	F5H1I5	ENSG00000143224	PPOX	Known mitochondrial	NA
1133	F5H1S9	ENSG00000177192	PUS1	Known mitochondrial	NA
1134	F5H2D2	ENSG00000215021	PHB2	Known mitochondrial	NA
1135	F5H2F4	ENSG00000100714	MTHFD1	Predicted mitochondrial	NA
1136	F5H2G6	ENSG00000176715	ACSF3	Known mitochondrial	NA
1137	F5H2K9	ENSG00000121310	ECHDC2	Known mitochondrial	NA
1138	F5H2R8	ENSG00000186642	PDE2A	Known mitochondrial	NA
1139	F5H2V7	ENSG00000186642	PDE2A	Known mitochondrial	NA
1140	F5H2Z0	ENSG00000186642	PDE2A	Known mitochondrial	NA
1141	F5H3L0	ENSG00000197345	MRPL21	Known mitochondrial	NA
1142	F5H3P6	ENSG00000149485	FADS1	Known mitochondrial	NA
1143	F5H3U5	ENSG00000149485	FADS1	Known mitochondrial	NA
1144	F5H3Z7	ENSG00000186642	PDE2A	Known mitochondrial	NA
1145	F5H408	ENSG00000121310	ECHDC2	Known mitochondrial	NA
1146	F5H4A2	ENSG00000175581	MRPL48	Known mitochondrial	NA
1147	F5H4C9	ENSG00000174099	MSRB3	Known mitochondrial	NA
1148	F5H4N4	ENSG00000176894	PXMP2	Predicted mitochondrial	NA
1149	F5H4R5	ENSG00000197345	MRPL21	Known mitochondrial	NA
1150	F5H4T4	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1151	F5H4W3	ENSG00000121310	ECHDC2	Known mitochondrial	NA
1152	F5H4Z7	ENSG00000139428	MMAB	Known mitochondrial	NA
1153	F5H509	ENSG00000214253	FIS1	Known mitochondrial	NA
1154	F5H562	ENSG00000123191	ATP7B	Known mitochondrial	NA
1155	F5H5A1	ENSG00000176715	ACSF3	Known mitochondrial	NA
1156	F5H5I6	ENSG00000132463	GRSF1	Known mitochondrial	NA
1157	F5H5N1	ENSG00000115286	NDUFS7	Known mitochondrial	NA
1158	F5H5N2	ENSG00000136003	ISCU	Known mitochondrial	NA
1159	F5H608	ENSG00000167863	ATP5H	Known mitochondrial	NA
1160	F5H612	ENSG00000061794	MRPS35	Known mitochondrial	NA
1161	F5H613	ENSG00000008394	MGST1	Predicted mitochondrial	NA
1162	F5H623	ENSG00000134905	CARS2	Known mitochondrial	NA
1163	F5H672	ENSG00000136003	ISCU	Known mitochondrial	NA
1164	F5H6D6	ENSG00000151148	UBE3B	Predicted mitochondrial	NA
1165	F5H6G9	ENSG00000174099	MSRB3	Known mitochondrial	NA
1166	F5H6P8	ENSG00000076043	REXO2	Known mitochondrial	NA
1167	F5H702	ENSG00000175581	MRPL48	Known mitochondrial	NA
1168	F5H717	ENSG00000175581	MRPL48	Known mitochondrial	NA
1169	F5H736	ENSG00000115286	NDUFS7	Known mitochondrial	NA
1170	F5H748	ENSG00000123191	ATP7B	Known mitochondrial	NA
1171	F5H784	ENSG00000076043	REXO2	Known mitochondrial	NA
1172	F5H7F8	ENSG00000111737	RAB35	Known mitochondrial	NA
1173	F5H7P1	ENSG00000076043	REXO2	Known mitochondrial	NA
1174	F5H7V8	ENSG00000197345	MRPL21	Known mitochondrial	NA
1175	F5H825	ENSG00000143224	PPOX	Known mitochondrial	NA
1176	F5H8A8	ENSG00000214253	FIS1	Known mitochondrial	NA
1177	F5H8D0	ENSG00000175581	MRPL48	Known mitochondrial	NA
1178	F5H8E2	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1179	F6R0H4	ENSG00000132153	DHX30	Known mitochondrial	NA
1180	F6RGN5	ENSG00000183048	SLC25A10	Known mitochondrial	NA
1181	F6RJU0	ENSG00000121310	ECHDC2	Known mitochondrial	NA
1182	F6RWC2	ENSG00000100445	SDR39U1	Predicted mitochondrial	NA
1183	F6S289	ENSG00000049883	PTCD2	Known mitochondrial	NA
1184	F6S7Q7	ENSG00000143374	TARS2	Known mitochondrial	NA
1185	F6S8N6	ENSG00000120265	PCMT1	Predicted mitochondrial	NA
1186	F6SDC8	ENSG00000114120	SLC25A36	Known mitochondrial	NA
1187	F6SL11	ENSG00000102078	SLC25A14	Known mitochondrial	NA
1188	F6T1Q0	ENSG00000174840	PDE12	Known mitochondrial	NA
1189	F6TB26	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
1190	F6TLX2	ENSG00000167699	GLOD4	Known mitochondrial	NA
1191	F6UTR7	ENSG00000101019	UQCC1	Known mitochondrial	NA
1192	F6V6Z1	ENSG00000117791	Mar-02	Known mitochondrial	NA
1193	F6VBM3	ENSG00000101473	ACOT8	Predicted mitochondrial	NA
1194	F6VI00	ENSG00000119673	ACOT2	Known mitochondrial	NA
1195	F6VJB4	ENSG00000099968	BCL2L13	Predicted mitochondrial	NA
1196	F6WGP0	ENSG00000132423	COQ3	Known mitochondrial	NA
1197	F6XC58	ENSG00000159445	THEM4	Known mitochondrial	NA
1198	F6XEV2	ENSG00000107745	MICU1	Known mitochondrial	NA
1199	F6Y2X3	ENSG00000102125	TAZ	Known mitochondrial	NA
1200	F8VNS3	ENSG00000151093	OXSM	Known mitochondrial	NA
1201	F8VP71	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1202	F8VP73	ENSG00000135441	BLOC1S1	Known mitochondrial	NA
1203	F8VPA7	ENSG00000123297	TSFM	Known mitochondrial	NA
1204	F8VPC7	ENSG00000166598	HSP90B1	Predicted mitochondrial	NA
1205	F8VPM6	ENSG00000138346	DNA2	Known mitochondrial	NA
1206	F8VPP1	ENSG00000004455	AK2	Known mitochondrial	NA
1207	F8VQQ3	ENSG00000139637	C12orf10	Known mitochondrial	NA
1208	F8VQQ8	ENSG00000177889	UBE2N	Predicted mitochondrial	NA
1209	F8VQY6	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1210	F8VR05	ENSG00000139644	TMBIM6	Predicted mitochondrial	NA
1211	F8VR28	ENSG00000087470	DNM1L	Known mitochondrial	NA
1212	F8VR31	ENSG00000138346	DNA2	Known mitochondrial	NA
1213	F8VR35	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1214	F8VR82	ENSG00000186298	PPP1CC	Predicted mitochondrial	NA
1215	F8VR84	ENSG00000139637	C12orf10	Known mitochondrial	NA
1216	F8VRD8	ENSG00000184752	NDUFA12	Known mitochondrial	NA
1217	F8VRK7	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1218	F8VRL7	ENSG00000110911	SLC11A2	Known mitochondrial	NA
1219	F8VRN3	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	NA
1220	F8VRU3	ENSG00000257218	GATC	Known mitochondrial	NA
1221	F8VRY4	ENSG00000139324	TMTC3	Predicted mitochondrial	NA
1222	F8VS27	ENSG00000123297	TSFM	Known mitochondrial	NA
1223	F8VSB0	ENSG00000111275	ALDH2	Known mitochondrial	NA
1224	F8VSD4	ENSG00000177889	UBE2N	Predicted mitochondrial	NA
1225	F8VSE8	ENSG00000167588	GPD1	Predicted mitochondrial	NA
1226	F8VTQ9	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
1227	F8VU90	ENSG00000134285	FKBP11	Predicted mitochondrial	NA
1228	F8VUC8	ENSG00000089127	OAS1	Predicted mitochondrial	NA
1229	F8VUZ8	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1230	F8VV71	ENSG00000177889	UBE2N	Predicted mitochondrial	NA
1231	F8VVM2	ENSG00000075415	SLC25A3	Known mitochondrial	NA
1232	F8VVR0	ENSG00000198015	MRPL42	Known mitochondrial	NA
1233	F8VVY4	ENSG00000062485	CS	Known mitochondrial	NA
1234	F8VW41	ENSG00000179364	PACS2	Known mitochondrial	NA
1235	F8VW44	ENSG00000089060	SLC8B1	Known mitochondrial	NA
1236	F8VWQ0	ENSG00000075415	SLC25A3	Known mitochondrial	NA
1237	F8VWQ5	ENSG00000062485	CS	Known mitochondrial	NA
1238	F8VWS0	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1239	F8VX56	ENSG00000139531	SUOX	Known mitochondrial	NA
1240	F8VXI1	ENSG00000184752	NDUFA12	Known mitochondrial	NA
1241	F8VXK0	ENSG00000134285	FKBP11	Predicted mitochondrial	NA
1242	F8VXQ4	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1243	F8VXU8	ENSG00000133687	TMTC1	Predicted mitochondrial	NA
1244	F8VXY3	ENSG00000089127	OAS1	Predicted mitochondrial	NA
1245	F8VY00	ENSG00000075415	SLC25A3	Known mitochondrial	NA
1246	F8VY04	ENSG00000004455	AK2	Known mitochondrial	NA
1247	F8VYE8	ENSG00000186298	PPP1CC	Predicted mitochondrial	NA
1248	F8VYH5	ENSG00000075415	SLC25A3	Known mitochondrial	NA
1249	F8VYL3	ENSG00000087470	DNM1L	Known mitochondrial	NA
1250	F8VYN4	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1251	F8VYR5	ENSG00000062582	MRPS24	Known mitochondrial	NA
1252	F8VZ29	ENSG00000177889	UBE2N	Predicted mitochondrial	NA
1253	F8VZG5	ENSG00000004455	AK2	Known mitochondrial	NA
1254	F8VZR8	ENSG00000151413	NUBPL	Known mitochondrial	NA
1255	F8W041	ENSG00000135390	ATP5G2	Known mitochondrial	NA
1256	F8W0F6	ENSG00000167552	TUBA1A	Predicted mitochondrial	NA
1257	F8W0J2	ENSG00000062485	CS	Known mitochondrial	NA
1258	F8W0W8	ENSG00000186298	PPP1CC	Predicted mitochondrial	NA
1259	F8W134	ENSG00000089060	SLC8B1	Known mitochondrial	NA
1260	F8W1A4	ENSG00000004455	AK2	Known mitochondrial	NA
1261	F8W1D8	ENSG00000110911	SLC11A2	Known mitochondrial	NA
1262	F8W1I9	ENSG00000111271	ACAD10	Known mitochondrial	NA
1263	F8W1K8	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1264	F8W1P7	ENSG00000110911	SLC11A2	Known mitochondrial	NA
1265	F8W1U1	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1266	F8W1V3	ENSG00000139644	TMBIM6	Predicted mitochondrial	NA
1267	F8W1Z2	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1268	F8W606	ENSG00000135441	BLOC1S1	Known mitochondrial	NA
1269	F8W679	ENSG00000167985	SDHAF2	Known mitochondrial	NA
1270	F8W6J0	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1271	F8W6J1	ENSG00000198721	ECI2	Known mitochondrial	NA
1272	F8W6J3	ENSG00000131943	C19orf12	Known mitochondrial	NA
1273	F8W6K8	ENSG00000184047	DIABLO	Known mitochondrial	NA
1274	F8W7C6	ENSG00000147403	RPL10	Predicted mitochondrial	NA
1275	F8W7P5	ENSG00000188343	FAM92A	Predicted mitochondrial	NA
1276	F8W7Q2	ENSG00000168273	SMIM4	Predicted mitochondrial	NA
1277	F8W7Q4	ENSG00000114023	FAM162A	Known mitochondrial	NA
1278	F8W7R6	ENSG00000138777	PPA2	Known mitochondrial	NA
1279	F8W7S1	ENSG00000180488	MIGA1	Predicted mitochondrial	NA
1280	F8W8C3	ENSG00000072756	TRNT1	Known mitochondrial	NA
1281	F8W8T8	ENSG00000076555	ACACB	Known mitochondrial	NA
1282	F8W8Z9	ENSG00000175768	TOMM5	Known mitochondrial	NA
1283	F8W9J0	ENSG00000115840	SLC25A12	Known mitochondrial	NA
1284	F8W9Q7	ENSG00000147454	SLC25A37	Known mitochondrial	NA
1285	F8W9Q8	ENSG00000063761	ADCK1	Predicted mitochondrial	NA
1286	F8W9V1	ENSG00000196636	SDHAF3	Known mitochondrial	NA
1287	F8WA34	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
1288	F8WAB8	ENSG00000144741	SLC25A26	Known mitochondrial	NA
1289	F8WAC1	ENSG00000187118	CMC1	Known mitochondrial	NA
1290	F8WAH1	ENSG00000008311	AASS	Known mitochondrial	NA
1291	F8WAM1	ENSG00000101019	UQCC1	Known mitochondrial	NA
1292	F8WAR4	ENSG00000106554	CHCHD3	Known mitochondrial	NA
1293	F8WAS3	ENSG00000128609	NDUFA5	Known mitochondrial	NA
1294	F8WAU4	ENSG00000168827	GFM1	Known mitochondrial	NA
1295	F8WAU6	ENSG00000113845	TIMMDC1	Known mitochondrial	NA
1296	F8WAV1	ENSG00000169599	NFU1	Known mitochondrial	NA
1297	F8WAV5	ENSG00000120265	PCMT1	Predicted mitochondrial	NA
1298	F8WAW4	ENSG00000198721	ECI2	Known mitochondrial	NA
1299	F8WAX2	ENSG00000120265	PCMT1	Predicted mitochondrial	NA
1300	F8WAZ6	ENSG00000105819	PMPCB	Known mitochondrial	NA
1301	F8WB00	ENSG00000113845	TIMMDC1	Known mitochondrial	NA
1302	F8WB19	ENSG00000213699	SLC35F6	Known mitochondrial	NA
1303	F8WB23	ENSG00000244005	NFS1	Known mitochondrial	NA
1304	F8WB50	ENSG00000154814	OXNAD1	Known mitochondrial	NA
1305	F8WB72	ENSG00000182899	RPL35A	Predicted mitochondrial	NA
1306	F8WBB1	ENSG00000144381	HSPD1	Known mitochondrial	NA
1307	F8WBB4	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
1308	F8WBB5	ENSG00000105793	GTPBP10	Known mitochondrial	NA
1309	F8WBC9	ENSG00000135423	GLS2	Known mitochondrial	NA
1310	F8WBD6	ENSG00000137074	APTX	Known mitochondrial	NA
1311	F8WBE1	ENSG00000105819	PMPCB	Known mitochondrial	NA
1312	F8WBE5	ENSG00000072274	TFRC	Predicted mitochondrial	NA
1313	F8WBF3	ENSG00000154814	OXNAD1	Known mitochondrial	NA
1314	F8WBH6	ENSG00000144040	SFXN5	Known mitochondrial	NA
1315	F8WBI3	ENSG00000138035	PNPT1	Known mitochondrial	NA
1316	F8WBI5	ENSG00000146729	NIPSNAP2	Known mitochondrial	NA
1317	F8WBI8	ENSG00000198814	GK	Known mitochondrial	NA
1318	F8WBI9	ENSG00000114054	PCCB	Known mitochondrial	NA
1319	F8WBJ5	ENSG00000144827	ABHD10	Known mitochondrial	NA
1320	F8WBJ9	ENSG00000155542	SETD9	Known mitochondrial	NA
1321	F8WBL8	ENSG00000135423	GLS2	Known mitochondrial	NA
1322	F8WBP0	ENSG00000171865	RNASEH1	Known mitochondrial	NA
1323	F8WBP9	ENSG00000132300	PTCD3	Known mitochondrial	NA
1324	F8WBQ6	ENSG00000144827	ABHD10	Known mitochondrial	NA
1325	F8WBR0	ENSG00000100225	FBXO7	Predicted mitochondrial	NA
1326	F8WBR6	ENSG00000159374	M1AP	Predicted mitochondrial	NA
1327	F8WBS2	ENSG00000106603	COA1	Known mitochondrial	NA
1328	F8WBS5	ENSG00000182899	RPL35A	Predicted mitochondrial	NA
1329	F8WBS6	ENSG00000167004	PDIA3	Predicted mitochondrial	NA
1330	F8WBT1	ENSG00000214253	FIS1	Known mitochondrial	NA
1331	F8WBW5	ENSG00000167004	PDIA3	Predicted mitochondrial	NA
1332	F8WBW9	ENSG00000093010	COMT	Predicted mitochondrial	NA
1333	F8WBY0	ENSG00000105793	GTPBP10	Known mitochondrial	NA
1334	F8WBY6	ENSG00000163607	GTPBP8	Predicted mitochondrial	NA
1335	F8WBY7	ENSG00000100209	HSCB	Known mitochondrial	NA
1336	F8WC08	ENSG00000221829	FANCG	Known mitochondrial	NA
1337	F8WC11	ENSG00000157036	EXOG	Known mitochondrial	NA
1338	F8WC14	ENSG00000125611	CHCHD5	Known mitochondrial	NA
1339	F8WC30	ENSG00000183773	AIFM3	Known mitochondrial	NA
1340	F8WC34	ENSG00000144908	ALDH1L1	Known mitochondrial	NA
1341	F8WC39	ENSG00000198814	GK	Known mitochondrial	NA
1342	F8WC42	ENSG00000113845	TIMMDC1	Known mitochondrial	NA
1343	F8WC43	ENSG00000197150	ABCB8	Known mitochondrial	NA
1344	F8WC74	ENSG00000183833	MAATS1	Known mitochondrial	NA
1345	F8WC75	ENSG00000152256	PDK1	Known mitochondrial	NA
1346	F8WC77	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
1347	F8WC95	ENSG00000107099	DOCK8	Predicted mitochondrial	NA
1348	F8WCD9	ENSG00000050426	LETMD1	Predicted mitochondrial	NA
1349	F8WCF9	ENSG00000180902	D2HGDH	Known mitochondrial	NA
1350	F8WCI5	ENSG00000174928	C3orf33	Known mitochondrial	NA
1351	F8WCI8	ENSG00000163617	CCDC191	Predicted mitochondrial	NA
1352	F8WCJ6	ENSG00000090266	NDUFB2	Known mitochondrial	NA
1353	F8WCK1	ENSG00000124615	MOCS1	Known mitochondrial	NA
1354	F8WCK2	ENSG00000123297	TSFM	Known mitochondrial	NA
1355	F8WCK4	ENSG00000106105	GARS	Known mitochondrial	NA
1356	F8WCN2	ENSG00000101337	TM9SF4	Predicted mitochondrial	NA
1357	F8WCN3	ENSG00000237289	CKMT1B	Known mitochondrial	NA
1358	F8WCN3	ENSG00000223572	CKMT1A	Known mitochondrial	NA
1359	F8WCN4	ENSG00000105793	GTPBP10	Known mitochondrial	NA
1360	F8WCQ4	ENSG00000175193	PARL	Known mitochondrial	NA
1361	F8WCR1	ENSG00000100316	RPL3	Predicted mitochondrial	NA
1362	F8WCR2	ENSG00000101019	UQCC1	Known mitochondrial	NA
1363	F8WCR5	ENSG00000184117	NIPSNAP1	Known mitochondrial	NA
1364	F8WCS6	ENSG00000241878	PISD	Known mitochondrial	NA
1365	F8WCT7	ENSG00000213699	SLC35F6	Known mitochondrial	NA
1366	F8WCW1	ENSG00000128654	MTX2	Known mitochondrial	NA
1367	F8WCZ9	ENSG00000114026	OGG1	Known mitochondrial	NA
1368	F8WD08	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
1369	F8WD11	ENSG00000214253	FIS1	Known mitochondrial	NA
1370	F8WD22	ENSG00000138101	DTNB	Predicted mitochondrial	NA
1371	F8WD33	ENSG00000164904	ALDH7A1	Known mitochondrial	NA
1372	F8WD73	ENSG00000106554	CHCHD3	Known mitochondrial	NA
1373	F8WD83	ENSG00000169519	METTL15	Known mitochondrial	NA
1374	F8WD90	ENSG00000135929	CYP27A1	Known mitochondrial	NA
1375	F8WD92	ENSG00000106346	USP42	Predicted mitochondrial	NA
1376	F8WD93	ENSG00000171865	RNASEH1	Known mitochondrial	NA
1377	F8WDA9	ENSG00000198814	GK	Known mitochondrial	NA
1378	F8WDD1	ENSG00000006530	AGK	Known mitochondrial	NA
1379	F8WDD2	ENSG00000136521	NDUFB5	Known mitochondrial	NA
1380	F8WDI1	ENSG00000174928	C3orf33	Known mitochondrial	NA
1381	F8WDI2	ENSG00000123130	ACOT9	Known mitochondrial	NA
1382	F8WDI3	ENSG00000078070	MCCC1	Known mitochondrial	NA
1383	F8WDJ3	ENSG00000114573	ATP6V1A	Predicted mitochondrial	NA
1384	F8WDK4	ENSG00000148225	WDR31	Predicted mitochondrial	NA
1385	F8WDL5	ENSG00000023228	NDUFS1	Known mitochondrial	NA
1386	F8WDM5	ENSG00000091140	DLD	Known mitochondrial	NA
1387	F8WDN2	ENSG00000100348	TXN2	Known mitochondrial	NA
1388	F8WDP4	ENSG00000185386	MAPK11	Predicted mitochondrial	NA
1389	F8WDP9	ENSG00000223572	CKMT1A	Known mitochondrial	NA
1390	F8WDR2	ENSG00000171103	TRMT61B	Known mitochondrial	NA
1391	F8WDR9	ENSG00000100225	FBXO7	Predicted mitochondrial	NA
1392	F8WDT3	ENSG00000120265	PCMT1	Predicted mitochondrial	NA
1393	F8WDT9	ENSG00000183597	TANGO2	Known mitochondrial	NA
1394	F8WDU8	ENSG00000131370	SH3BP5	Predicted mitochondrial	NA
1395	F8WDX6	ENSG00000183172	SMDT1	Known mitochondrial	NA
1396	F8WDY5	ENSG00000091140	DLD	Known mitochondrial	NA
1397	F8WDY6	ENSG00000164904	ALDH7A1	Known mitochondrial	NA
1398	F8WDZ2	ENSG00000136521	NDUFB5	Known mitochondrial	NA
1399	F8WE26	ENSG00000128654	MTX2	Known mitochondrial	NA
1400	F8WE28	ENSG00000157036	EXOG	Known mitochondrial	NA
1401	F8WE38	ENSG00000157036	EXOG	Known mitochondrial	NA
1402	F8WE53	ENSG00000008311	AASS	Known mitochondrial	NA
1403	F8WE58	ENSG00000204099	NEU4	Known mitochondrial	NA
1404	F8WE76	ENSG00000132300	PTCD3	Known mitochondrial	NA
1405	F8WE91	ENSG00000119772	DNMT3A	Known mitochondrial	NA
1406	F8WEA5	ENSG00000159374	M1AP	Predicted mitochondrial	NA
1407	F8WEA6	ENSG00000105819	PMPCB	Known mitochondrial	NA
1408	F8WEC0	ENSG00000168288	MMADHC	Known mitochondrial	NA
1409	F8WEC8	ENSG00000105819	PMPCB	Known mitochondrial	NA
1410	F8WEF0	ENSG00000138363	ATIC	Predicted mitochondrial	NA
1411	F8WEF1	ENSG00000010256	UQCRC1	Known mitochondrial	NA
1412	F8WEF6	ENSG00000178537	SLC25A20	Known mitochondrial	NA
1413	F8WEG4	ENSG00000136682	CBWD2	Predicted mitochondrial	NA
1414	F8WEH0	ENSG00000130414	NDUFA10	Known mitochondrial	NA
1415	F8WEJ6	ENSG00000152256	PDK1	Known mitochondrial	NA
1416	F8WEL3	ENSG00000115204	MPV17	Known mitochondrial	NA
1417	F8WEL8	ENSG00000075303	SLC25A40	Known mitochondrial	NA
1418	F8WEL9	ENSG00000240230	COX19	Known mitochondrial	NA
1419	F8WEN7	ENSG00000242114	MTFP1	Known mitochondrial	NA
1420	F8WEP0	ENSG00000157036	EXOG	Known mitochondrial	NA
1421	F8WER5	ENSG00000010256	UQCRC1	Known mitochondrial	NA
1422	F8WER8	ENSG00000244005	NFS1	Known mitochondrial	NA
1423	F8WET2	ENSG00000106049	HIBADH	Known mitochondrial	NA
1424	F8WET4	ENSG00000169599	NFU1	Known mitochondrial	NA
1425	F8WEU0	ENSG00000136682	CBWD2	Predicted mitochondrial	NA
1426	F8WEU7	ENSG00000135423	GLS2	Known mitochondrial	NA
1427	F8WEV0	ENSG00000240303	ACAD11	Known mitochondrial	NA
1428	F8WEV1	ENSG00000183833	MAATS1	Known mitochondrial	NA
1429	F8WEV2	ENSG00000204564	C6orf136	Predicted mitochondrial	NA
1430	F8WEY1	ENSG00000168268	NT5DC2	Known mitochondrial	NA
1431	F8WEY9	ENSG00000148339	SLC25A25	Known mitochondrial	NA
1432	F8WF02	ENSG00000168291	PDHB	Known mitochondrial	NA
1433	F8WF06	ENSG00000065911	MTHFD2	Known mitochondrial	NA
1434	F8WF10	ENSG00000183833	MAATS1	Known mitochondrial	NA
1435	F8WF37	ENSG00000243147	MRPL33	Known mitochondrial	NA
1436	F8WF44	ENSG00000198814	GK	Known mitochondrial	NA
1437	F8WF46	ENSG00000078070	MCCC1	Known mitochondrial	NA
1438	F8WF52	ENSG00000178694	NSUN3	Known mitochondrial	NA
1439	F8WF58	ENSG00000114021	NIT2	Predicted mitochondrial	NA
1440	F8WF68	ENSG00000163617	CCDC191	Predicted mitochondrial	NA
1441	F8WF70	ENSG00000114021	NIT2	Predicted mitochondrial	NA
1442	F8WF89	ENSG00000065911	MTHFD2	Known mitochondrial	NA
1443	F8WFB6	ENSG00000183773	AIFM3	Known mitochondrial	NA
1444	F8WFC0	ENSG00000222011	FAM185A	Known mitochondrial	NA
1445	F8WFC7	ENSG00000237289	CKMT1B	Known mitochondrial	NA
1446	F8WFD0	ENSG00000136682	CBWD2	Predicted mitochondrial	NA
1447	F8WFD8	ENSG00000100422	CERK	Predicted mitochondrial	NA
1448	G3V0E4	ENSG00000105819	PMPCB	Known mitochondrial	NA
1449	G3V0E5	ENSG00000072274	TFRC	Predicted mitochondrial	NA
1450	G3V0F3	ENSG00000144559	TAMM41	Known mitochondrial	NA
1451	G3V0I0	ENSG00000114383	TUSC2	Predicted mitochondrial	NA
1452	G3V0I5	ENSG00000167792	NDUFV1	Known mitochondrial	NA
1453	G3V133	ENSG00000197226	TBC1D9B	Predicted mitochondrial	NA
1454	G3V136	ENSG00000083099	LYRM2	Known mitochondrial	NA
1455	G3V155	ENSG00000213593	TMX2	Predicted mitochondrial	NA
1456	G3V173	ENSG00000204370	SDHD	Known mitochondrial	NA
1457	G3V192	ENSG00000167996	FTH1	Predicted mitochondrial	NA
1458	G3V194	ENSG00000213619	NDUFS3	Known mitochondrial	NA
1459	G3V1A1	ENSG00000161016	RPL8	Predicted mitochondrial	NA
1460	G3V1B6	ENSG00000184831	APOO	Known mitochondrial	NA
1461	G3V1D1	ENSG00000167996	FTH1	Predicted mitochondrial	NA
1462	G3V1D8	ENSG00000254402	LRRC24	Predicted mitochondrial	NA
1463	G3V1R2	ENSG00000130347	RTN4IP1	Known mitochondrial	NA
1464	G3V1R6	ENSG00000164896	FASTK	Predicted mitochondrial	NA
1465	G3V1R7	ENSG00000140284	SLC27A2	Predicted mitochondrial	NA
1466	G3V1T1	ENSG00000110011	DNAJC4	Predicted mitochondrial	NA
1467	G3V210	ENSG00000089157	RPLP0	Predicted mitochondrial	NA
1468	G3V213	ENSG00000004455	AK2	Known mitochondrial	NA
1469	G3V267	ENSG00000100577	GSTZ1	Known mitochondrial	NA
1470	G3V272	ENSG00000087299	L2HGDH	Known mitochondrial	NA
1471	G3V2D2	ENSG00000182199	SHMT2	Known mitochondrial	NA
1472	G3V2D9	ENSG00000100823	APEX1	Known mitochondrial	NA
1473	G3V2E4	ENSG00000182199	SHMT2	Known mitochondrial	NA
1474	G3V2L5	ENSG00000119723	COQ6	Known mitochondrial	NA
1475	G3V2N6	ENSG00000258947	TUBB3	Known mitochondrial	NA
1476	G3V2R8	ENSG00000258947	TUBB3	Known mitochondrial	NA
1477	G3V2S9	ENSG00000119705	SLIRP	Known mitochondrial	NA
1478	G3V2U5	ENSG00000133983	COX16	Known mitochondrial	NA
1479	G3V2Y1	ENSG00000182199	SHMT2	Known mitochondrial	NA
1480	G3V332	ENSG00000205707	ETFRF1	Predicted mitochondrial	NA
1481	G3V374	ENSG00000140107	SLC25A47	Predicted mitochondrial	NA
1482	G3V3B9	ENSG00000100577	GSTZ1	Known mitochondrial	NA
1483	G3V3C6	ENSG00000182199	SHMT2	Known mitochondrial	NA
1484	G3V3E2	ENSG00000087299	L2HGDH	Known mitochondrial	NA
1485	G3V3F0	ENSG00000119689	DLST	Known mitochondrial	NA
1486	G3V3J2	ENSG00000063761	ADCK1	Predicted mitochondrial	NA
1487	G3V3J6	ENSG00000258947	TUBB3	Known mitochondrial	NA
1488	G3V3L0	ENSG00000119723	COQ6	Known mitochondrial	NA
1489	G3V3Q2	ENSG00000126215	XRCC3	Known mitochondrial	NA
1490	G3V3R4	ENSG00000258947	TUBB3	Known mitochondrial	NA
1491	G3V3U6	ENSG00000172590	MRPL52	Known mitochondrial	NA
1492	G3V3W7	ENSG00000258947	TUBB3	Known mitochondrial	NA
1493	G3V3X4	ENSG00000197045	GMFB	Predicted mitochondrial	NA
1494	G3V427	ENSG00000205707	ETFRF1	Predicted mitochondrial	NA
1495	G3V434	ENSG00000119723	COQ6	Known mitochondrial	NA
1496	G3V441	ENSG00000197119	SLC25A29	Known mitochondrial	NA
1497	G3V446	ENSG00000125375	ATP5S	Known mitochondrial	NA
1498	G3V498	ENSG00000119689	DLST	Known mitochondrial	NA
1499	G3V4A4	ENSG00000196860	TOMM20L	Known mitochondrial	NA
1500	G3V4A6	ENSG00000119723	COQ6	Known mitochondrial	NA
1501	G3V4F2	ENSG00000184227	ACOT1	Predicted mitochondrial	NA
1502	G3V4H8	ENSG00000197119	SLC25A29	Known mitochondrial	NA
1503	G3V4H9	ENSG00000172590	MRPL52	Known mitochondrial	NA
1504	G3V4K2	ENSG00000133703	KRAS	Known mitochondrial	NA
