"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"Disease"	"pLI"
"1272"	"ENSG00000181240"	"SLC25A41"	"ENSG00000181240 ENSMUSG00000011486 ENSRNOG00000048853 "	"solute carrier family 25, member 41"	"Known mitochondrial"	0.908708622	"MTS_Mean: 0.119725 | compartments_knowledge_difference: 1.6 | "	"OMIM:610822"	NA	NA	NA	NA	0	5.97614676962731e-05
"1273"	"ENSG00000181610"	"MRPS23"	"ENSG00000181610 ENSDARG00000033973 ENSMUSG00000023723 ENSRNOG00000010363 "	"mitochondrial ribosomal protein S23"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.454925 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.2 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0494860578184962
"1274"	"ENSG00000181867"	"FTMT"	"ENSG00000181867 ENSMUSG00000024510 ENSRNOG00000014988 "	"ferritin mitochondrial"	"Known mitochondrial"	0.949209163	"PMID26450961_Sum: 1 | MTS_Mean: 0.5650375 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.889 | "	"Characterised"	NA	NA	NA	NA	0	0.0816239867421276
"1275"	"ENSG00000181873"	"IBA57"	"ENSG00000181873 ENSDARG00000063446 ENSMUSG00000049287 ENSRNOG00000022725 SPAC21E11.07 YJR122W "	"IBA57 homolog, iron-sulfur cluster assembly"	"Known mitochondrial"	0.999999999	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | PMID16582907_liver_0: 1 | PMID16615898_Sum: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.80759375 | hela_subcell_location_Mitochondrion: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.929 | "	"Characterised; APEX; PMID:23371551"	"615330"	"Multiple mitochondrial dysfunctions syndrome 3"	"R"	NA	1	0.0830210148136165
"1276"	"ENSG00000181915"	"ADO"	"ENSG00000181915 ENSDARG00000101898 ENSMUSG00000057134 "	"2-aminoethanethiol (cysteamine) dioxygenase"	"Predicted mitochondrial"	0.979253512	"PMID24708184_Sum: 1 | PMID26450961_Sum: 5 | MS_Brain_Sum: 3 | MTS_Mean: 0.374675 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.273 | "	""	NA	NA	NA	NA	0	0.745072785344825
"1277"	"ENSG00000181924"	"COA4"	"ENSG00000181924 ENSDARG00000078974 ENSMUSG00000044881 ENSRNOG00000025385 "	"cytochrome c oxidase assembly factor 4 homolog"	"Known mitochondrial"	0.964870399	"PMID26450961_Sum: 1 | MS_Placenta_Sum: 1 | MTS_Mean: 0.05055625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | "	"Characterised"	NA	NA	NA	NA	0	0.000586606150848862
"1278"	"ENSG00000181991"	"MRPS11"	"ENSG00000181991 ENSDARG00000075129 ENSMUSG00000030611 ENSRNOG00000018531 "	"mitochondrial ribosomal protein S11"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.83088125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.95 | "	"Characterised"	NA	NA	NA	NA	0	0.000434481626027353
"1279"	"ENSG00000182054"	"IDH2"	"ENSG00000182054 ENSDARG00000003795 ENSMUSG00000030541 ENSRNOG00000013949 "	"isocitrate dehydrogenase 2 (NADP+), mitochondrial"	"Known mitochondrial"	0.999999996	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.9059375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.667 | "	"Characterised; Metabolic model; "	"613657"	"D-2-hydroxyglutaric aciduria 2"	"D"	"MitoDis"	1	0.376558105362484
"1280"	"ENSG00000182134"	"TDRKH"	"ENSG00000182134 ENSDARG00000053474 ENSMUSG00000041912 ENSRNOG00000020860 "	"tudor and KH domain containing"	"Predicted mitochondrial"	0.973608377	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 6 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Brain_Sum: 4 | MTS_Mean: 0.09425 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.8 | "	""	NA	NA	NA	NA	0	0.00696242282858822
"1281"	"ENSG00000182150"	"ERCC6L2"	"ENSG00000182150 ENSDARG00000012403 ENSMUSG00000021470 ENSRNOG00000019175 "	"excision repair cross-complementation group 6-like 2"	"Known mitochondrial"	0.376533765	"MTS_Mean: 0.057425 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Comm_Mito_Ratio: 0.222 | "	"OMIM:615667 ERCC6L2 is an early DNA damage-response protein that traffics to mitochondria and nucleus in an ROS-dependent fashion."	"615715"	"Bone marrow failure syndrome 2"	"R"	NA	1	0.00155590713206106
"1282"	"ENSG00000182154"	"MRPL41"	"ENSG00000182154 ENSDARG00000002264 ENSMUSG00000036850 ENSRNOG00000029875 "	"mitochondrial ribosomal protein L41"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.5713125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.921 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.213388424979656
"1283"	"ENSG00000182180"	"MRPS16"	"ENSG00000182180 ENSDARG00000098972 ENSMUSG00000049960 ENSRNOG00000006898 SPBC354.06 YPL013C "	"mitochondrial ribosomal protein S16"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.63915625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.919 | "	"Characterised; APEX; PMID:23371551"	"610498"	"Combined oxidative phosphorylation deficiency 2"	"R"	"MitoDis"	1	0.0827659032788113
"1284"	"ENSG00000182199"	"SHMT2"	"ENSG00000182199 ENSDARG00000104414 ENSMUSG00000025403 ENSRNOG00000008106 "	"serine hydroxymethyltransferase 2 (mitochondrial)"	"Known mitochondrial"	0.999999993	"PMID14651853_Sum: 4 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 12 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID16615899_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.6861375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.727 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.00748753462073037
"1285"	"ENSG00000182362"	"YBEY"	"ENSG00000182362 ENSDARG00000011999 ENSMUSG00000033126 ENSRNOG00000021365 "	"ybeY metallopeptidase (putative)"	"Known mitochondrial"	0.985851438	"PMID26450961_Sum: 3 | MS_Placenta_Sum: 1 | MTS_Mean: 0.84220625 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -0.4 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.000726358489255345
"1286"	"ENSG00000182512"	"GLRX5"	"ENSG00000182512 ENSDARG00000043665 ENSMUSG00000021102 ENSRNOG00000004206 SPAPB2B4.02 YPL059W "	"glutaredoxin 5"	"Known mitochondrial"	1	"PMID14651853_Sum: 3 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.85678125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	"205950"	"Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive"	"R"	NA	1	0.626214086667008
"1287"	"ENSG00000182676"	"PPP1R27"	"ENSG00000182676 ENSDARG00000100504 ENSMUSG00000025129 ENSRNOG00000036690 "	"protein phosphatase 1, regulatory subunit 27"	"Predicted mitochondrial"	0.818348529	"MTS_Mean: 0.579025 | Rickettsia_Homolog: 1 | Comm_Mito_Ratio: 0.056 | "	""	NA	NA	NA	NA	0	0.00195516228605964
"1288"	"ENSG00000182712"	"CMC4"	"ENSG00000182712 ENSDARG00000100774 ENSMUSG00000090110 ENSRNOG00000056435 "	"C-x(9)-C motif containing 4"	"Predicted mitochondrial"	0.928003042	"MTS_Mean: 0.02595625 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1 | "	""	NA	NA	NA	NA	0	0.164577983805174
"1289"	"ENSG00000182718"	"ANXA2"	"ENSG00000182718 ENSDARG00000053625 ENSMUSG00000032231 ENSRNOG00000010362 "	"annexin A2"	"Predicted mitochondrial"	0.804992869	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID15501831_Sum: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 3 | PMID21189371_mammary_gland_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.02820625 | hela_subcell_location_NotMitochondrion: 1 | compartments_knowledge_difference: -3 | Comm_Mito_Ratio: 0.125 | "	""	NA	NA	NA	NA	0	0.00984346288196249
"1290"	"ENSG00000182768"	"NGRN"	"ENSG00000182768 ENSDARG00000061314 ENSMUSG00000047084 ENSRNOG00000013553 "	"neugrin, neurite outgrowth associated"	"Known mitochondrial"	0.300408819	"PMID24708184_Sum: 2 | MS_Brain_Sum: 1 | MTS_Mean: 0.56193125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: -2.6 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0224062148151509
"1291"	"ENSG00000182810"	"DDX28"	"ENSG00000182810 ENSDARG00000060411 ENSMUSG00000045538 ENSRNOG00000019817 "	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 28"	"Known mitochondrial"	0.999999999	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.78715 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"OMIM:607618"	NA	NA	NA	NA	0	0.0348937305744781
"1292"	"ENSG00000182827"	"ACBD3"	"ENSG00000182827 ENSDARG00000042623 ENSMUSG00000026499 ENSRNOG00000003185 "	"acyl-CoA binding domain containing 3"	"Known mitochondrial"	0.145969138	"PMID24708184_Sum: 2 | MS_Brain_Sum: 1 | MTS_Mean: 0.0186125 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -0.6 | Comm_Mito_Ratio: 0.053 | "	"Literature; PMID: 12711385"	NA	NA	NA	NA	0	0.981823329864037
"1293"	"ENSG00000182890"	"GLUD2"	"ENSG00000182890"	"glutamate dehydrogenase 2"	"Known mitochondrial"	0.992754693	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.24063125 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.8 | Comm_Mito_Ratio: 0.75 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.0713078915604148
"1294"	"ENSG00000182899"	"RPL35A"	"ENSG00000182899 ENSDARG00000088030 ENSMUSG00000060636 ENSRNOG00000031641 SPCP31B10.08c YOR234C "	"ribosomal protein L35a"	"Predicted mitochondrial"	0.981045276	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID16615898_Sum: 1 | MS_Brain_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.58096875 | hela_subcell_location_NotMitochondrion: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -0.4 | Comm_Mito_Ratio: 0.163 | "	""	"612528"	"Diamond-Blackfan anemia 5"	"D"	NA	1	0.914385546016633
"1295"	"ENSG00000182902"	"SLC25A18"	"ENSG00000182902 ENSDARG00000070717 ENSMUSG00000004902 ENSRNOG00000042731 "	"solute carrier family 25 (glutamate carrier), member 18"	"Known mitochondrial"	0.999983628	"PMID14651853_Sum: 1 | PMID26450961_Sum: 12 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MTS_Mean: 0.0764 | compartments_knowledge_difference: 2.2 | Comm_Mito_Ratio: 0.4 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.0110646872211993
"1296"	"ENSG00000183010"	"PYCR1"	"ENSG00000183010 ENSMUSG00000025140 ENSRNOG00000036682 "	"pyrroline-5-carboxylate reductase 1"	"Known mitochondrial"	0.999996997	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MTS_Mean: 0.078075 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.556 | "	"Characterised; Metabolic model; "	"612940,614438"	"Cutis laxa, autosomal recessive, type IIB; Cutis laxa, autosomal recessive, type IIIB"	"R"	"MitoDis"	1	0.000359028805830681
"1297"	"ENSG00000183032"	"SLC25A21"	"ENSG00000183032 ENSDARG00000060564 ENSMUSG00000035472 ENSRNOG00000008931 SPAC328.09 YPL134C "	"solute carrier family 25 (mitochondrial oxoadipate carrier), member 21"	"Known mitochondrial"	0.999998917	"PMID26450961_Sum: 4 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.12634375 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	6.47218604218705e-07
"1298"	"ENSG00000183044"	"ABAT"	"ENSG00000183044 ENSDARG00000006031 ENSMUSG00000057880 ENSRNOG00000002636 SPAC19D5.07 YGR019W "	"4-aminobutyrate aminotransferase"	"Known mitochondrial"	0.999999984	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 13 | PMID11840540_liver_0: 1 | PMID15501831_Sum: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.94475 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.667 | "	"Characterised; Metabolic model; "	"613163"	"GABA-transaminase deficiency"	"R"	NA	1	0.374368506048295
"1299"	"ENSG00000183048"	"SLC25A10"	"ENSG00000183048 ENSDARG00000025074 ENSMUSG00000025792 ENSRNOG00000036693 "	"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10"	"Known mitochondrial"	0.999999612	"PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID17000643_Sum: 1 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 8 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 1 | MTS_Mean: 0.14783125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 0.692 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.00243936812560947
"1300"	"ENSG00000183172"	"SMDT1"	"ENSG00000183172 ENSDARG00000098852 ENSMUSG00000022452 ENSRNOG00000008461 "	"single-pass membrane protein with aspartate-rich tail 1"	"Known mitochondrial"	1	"PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 11 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.89814375 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.75 | "	"Characterised"	NA	NA	NA	NA	0	0.163350133143623
"1301"	"ENSG00000183207"	"RUVBL2"	"ENSG00000183207 ENSDARG00000055639 ENSMUSG00000003868 ENSRNOG00000020793 YPL235W "	"RuvB-like AAA ATPase 2"	"Known mitochondrial"	0.159789219	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 2 | PMID15501831_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Brain_Sum: 2 | MTS_Mean: 0.20941875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.143 | "	"Literature; PMID: 27845271"	NA	NA	NA	NA	0	0.999110080217839
"1302"	"ENSG00000183513"	"COA5"	"ENSG00000183513 ENSDARG00000094833 ENSMUSG00000026112 ENSRNOG00000018102 "	"cytochrome c oxidase assembly factor 5"	"Known mitochondrial"	0.991873605	"PMID26450961_Sum: 3 | MS_Placenta_Sum: 1 | MTS_Mean: 0.0082125 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | "	"OMIM:613920"	"220110"	"Mitochondrial complex IV deficiency"	"R"	"MitoDis"	1	0.239646156062635
"1303"	"ENSG00000183549"	"ACSM5"	"ENSG00000183549 ENSMUSG00000030972 ENSRNOG00000031211 "	"acyl-CoA synthetase medium-chain family member 5"	"Known mitochondrial"	0.999999779	"PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 5 | PMID21672642_liver_0: 1 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.66295 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.75 | "	"Characterised"	NA	NA	NA	NA	0	5.09254067683109e-08
"1304"	"ENSG00000183597"	"TANGO2"	"ENSG00000183597 ENSDARG00000056550 ENSMUSG00000013539 ENSRNOG00000030245 YGR127W "	"transport and golgi organization 2 homolog"	"Known mitochondrial"	0.930924733	"PMID18348319_heart_0: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.32689375 | compartments_knowledge_difference: 1 | "	"Literature; PMID:26805782, Causes disease OMIM:616830"	"616878"	"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration"	"R"	NA	1	4.22237843707503e-06
"1305"	"ENSG00000183605"	"SFXN4"	"ENSG00000183605 ENSDARG00000069832 ENSMUSG00000063698 ENSRNOG00000036572 "	"sideroflexin 4"	"Known mitochondrial"	0.99998704	"PMID18348319_heart_0: 1 | PMID26450961_Sum: 2 | MS_Brain_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.10498125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.5 | "	"OMIM:615564"	"615578"	"Combined oxidative phosphorylation deficiency 18"	"R"	"MitoDis"	1	0.000148320455391636
"1306"	"ENSG00000183617"	"MRPL54"	"ENSG00000183617 ENSDARG00000071468 ENSMUSG00000034932 ENSRNOG00000020464 "	"mitochondrial ribosomal protein L54"	"Known mitochondrial"	0.999999998	"PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.74190625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.9 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0856958675435356
